id,status,date,time
1609,0,2021-07-24,13:17:43
1610,1,2021-07-24,13:17:46
1611,0,2021-07-24,13:18:00
1612,1,2021-07-24,13:18:05
1613,0,2021-07-24,13:18:11
1614,1,2021-07-24,13:18:15
1615,0,2021-07-24,13:18:20
1616,1,2021-07-24,13:18:23
1617,0,2021-07-24,13:18:47
1618,1,2021-07-24,13:18:51
1619,0,2021-07-24,13:18:55
1620,1,2021-07-24,13:19:00
1621,0,2021-07-24,13:19:03
1622,1,2021-07-24,13:19:06
1623,0,2021-07-24,13:19:23
1624,1,2021-07-24,13:19:30
1625,0,2021-07-24,13:19:39
1626,1,2021-07-24,13:19:41
1627,0,2021-07-24,13:20:14
1628,1,2021-07-24,13:20:18
1629,0,2021-07-24,13:20:25
1630,1,2021-07-24,13:20:28
1631,0,2021-07-24,13:20:32
1632,1,2021-07-24,13:20:40
1633,0,2021-07-24,13:20:42
1634,1,2021-07-24,13:20:49
1635,0,2021-07-24,13:21:00
1636,1,2021-07-24,13:21:10
1637,0,2021-07-24,13:21:13
1638,1,2021-07-24,13:21:17
1639,0,2021-07-24,13:21:21
1640,1,2021-07-24,13:21:24
1641,0,2021-07-24,13:21:32
1642,1,2021-07-24,13:21:35
1643,0,2021-07-24,13:21:47
1644,1,2021-07-24,13:21:51
1645,0,2021-07-24,13:21:55
1646,1,2021-07-24,13:22:03
1647,0,2021-07-24,13:22:07
1648,1,2021-07-24,13:22:11
1649,0,2021-07-24,13:22:15
1650,1,2021-07-24,13:22:19
1651,0,2021-07-24,13:22:23
1652,1,2021-07-24,13:22:28
1653,0,2021-07-24,13:22:33
1654,1,2021-07-24,13:22:36
1655,0,2021-07-24,13:22:46
1656,1,2021-07-24,13:22:48
1657,0,2021-07-24,13:23:05
1658,1,2021-07-24,13:23:09
1659,0,2021-07-24,13:23:11
1660,1,2021-07-24,13:23:14
1661,0,2021-07-24,13:23:20
1662,1,2021-07-24,13:23:24
1663,0,2021-07-24,13:23:28
1664,1,2021-07-24,13:23:32
1665,0,2021-07-24,13:23:47
1666,1,2021-07-24,13:23:50
1667,0,2021-07-24,13:23:54
1668,1,2021-07-24,13:23:58
1669,0,2021-07-24,13:24:02
1670,1,2021-07-24,13:24:05
1671,0,2021-07-24,13:24:09
1672,1,2021-07-24,13:24:17
1673,0,2021-07-24,13:24:26
1674,1,2021-07-24,13:24:30
1675,0,2021-07-24,13:24:37
1676,1,2021-07-24,13:24:42
1677,0,2021-07-24,13:24:46
1678,1,2021-07-24,13:24:50
1679,0,2021-07-24,13:24:57
1680,1,2021-07-24,13:25:06
1681,0,2021-07-24,13:25:10
1682,1,2021-07-24,13:25:13
1683,0,2021-07-24,13:25:17
1684,1,2021-07-24,13:25:21
1685,0,2021-07-24,13:25:26
1686,1,2021-07-24,13:25:31
1687,0,2021-07-24,13:25:42
1688,1,2021-07-24,13:25:44
1689,0,2021-07-24,13:25:51
1690,1,2021-07-24,13:25:59
1691,0,2021-07-24,13:26:58
1692,1,2021-07-24,13:27:03
1693,0,2021-07-24,13:27:46
1694,1,2021-07-24,13:27:49
1695,0,2021-07-24,13:27:53
1696,1,2021-07-24,13:27:57
1697,0,2021-07-24,13:28:10
1698,1,2021-07-24,13:28:13
1699,0,2021-07-24,13:28:23
1700,1,2021-07-24,13:28:27
1701,0,2021-07-24,13:28:49
1702,1,2021-07-24,13:28:54
1703,0,2021-07-24,13:29:09
1704,1,2021-07-24,13:29:12
1705,0,2021-07-24,13:29:14
1706,1,2021-07-24,13:29:18
1707,0,2021-07-24,13:29:22
1708,1,2021-07-24,13:29:26
1709,0,2021-07-24,13:29:30
1710,1,2021-07-24,13:29:34
1711,0,2021-07-24,13:29:47
1712,1,2021-07-24,13:29:52
1713,0,2021-07-24,13:29:58
1714,1,2021-07-24,13:30:01
1715,0,2021-07-24,13:30:09
1716,1,2021-07-24,13:30:16
1717,0,2021-07-24,13:30:34
1718,1,2021-07-24,13:30:37
1719,0,2021-07-24,13:30:50
1720,1,2021-07-24,13:30:53
1721,0,2021-07-24,13:31:10
1722,1,2021-07-24,13:31:17
1723,0,2021-07-24,13:31:28
1724,1,2021-07-24,13:31:31
1725,0,2021-07-24,13:31:53
1726,1,2021-07-24,13:31:58
1727,0,2021-07-24,13:32:05
1728,1,2021-07-24,13:32:10
1729,0,2021-07-24,13:32:14
1730,1,2021-07-24,13:32:21
1731,0,2021-07-24,13:32:37
1732,1,2021-07-24,13:32:45
1733,0,2021-07-24,13:32:48
1734,1,2021-07-24,13:32:52
1735,0,2021-07-24,13:33:15
1736,1,2021-07-24,13:33:17
1737,0,2021-07-24,13:33:22
1738,1,2021-07-24,13:33:24
1739,0,2021-07-24,13:33:40
1740,1,2021-07-24,13:33:43
1741,0,2021-07-24,13:34:00
1742,1,2021-07-24,13:34:03
1743,0,2021-07-24,13:34:07
1744,1,2021-07-24,13:34:10
1745,0,2021-07-24,13:34:48
1746,1,2021-07-24,13:34:51
1747,0,2021-07-24,13:35:00
1748,1,2021-07-24,13:35:05
1749,0,2021-07-24,13:35:21
1750,1,2021-07-24,13:35:26
1751,0,2021-07-24,13:35:35
1752,1,2021-07-24,13:35:38
1753,0,2021-07-24,13:35:58
1754,1,2021-07-24,13:36:01
1755,0,2021-07-24,13:36:49
1756,1,2021-07-24,13:36:53
1757,0,2021-07-24,13:37:04
1758,1,2021-07-24,13:37:11
1759,0,2021-07-24,13:37:41
1760,1,2021-07-24,13:37:44
1761,0,2021-07-24,13:39:51
1762,1,2021-07-24,13:39:56
1763,0,2021-07-24,13:40:00
1764,1,2021-07-24,13:40:03
1765,0,2021-07-24,13:40:23
1766,1,2021-07-24,13:40:27
1767,0,2021-07-24,13:40:52
1768,1,2021-07-24,13:40:54
1769,0,2021-07-24,13:41:27
1770,1,2021-07-24,13:41:34
1771,0,2021-07-24,13:41:38
1772,1,2021-07-24,13:41:41
1773,0,2021-07-24,13:42:01
1774,1,2021-07-24,13:42:04
1775,0,2021-07-24,13:42:14
1776,1,2021-07-24,13:42:18
1777,0,2021-07-24,13:42:27
1778,1,2021-07-24,13:42:31
1779,0,2021-07-24,13:42:35
1780,1,2021-07-24,13:42:41
1781,0,2021-07-24,13:42:45
1782,1,2021-07-24,13:42:48
1783,0,2021-07-24,13:43:14
1784,1,2021-07-24,13:43:17
1785,0,2021-07-24,13:43:21
1786,1,2021-07-24,13:43:26
1787,0,2021-07-24,13:43:51
1788,1,2021-07-24,13:43:55
1789,0,2021-07-24,13:44:05
1790,1,2021-07-24,13:44:09
1791,0,2021-07-24,13:44:12
1792,1,2021-07-24,13:44:16
1793,0,2021-07-24,13:44:30
1794,1,2021-07-24,13:44:34
1795,0,2021-07-24,13:44:59
1796,1,2021-07-24,13:45:03
1797,0,2021-07-24,13:45:07
1798,1,2021-07-24,13:45:15
1799,0,2021-07-24,13:45:23
1800,1,2021-07-24,13:45:28
1801,0,2021-07-24,13:45:33
1802,1,2021-07-24,13:45:37
1803,0,2021-07-24,13:45:53
1804,1,2021-07-24,13:45:57
1805,0,2021-07-24,13:45:59
1806,1,2021-07-24,13:46:06
1807,0,2021-07-24,13:46:09
1808,1,2021-07-24,13:46:13
1809,0,2021-07-24,13:46:19
1810,1,2021-07-24,13:46:22
1811,0,2021-07-24,13:46:27
1812,1,2021-07-24,13:46:31
1813,0,2021-07-24,13:46:49
1814,1,2021-07-24,13:46:53
1815,0,2021-07-24,13:47:01
1816,1,2021-07-24,13:47:04
1817,0,2021-07-24,13:47:15
1818,1,2021-07-24,13:47:21
1819,0,2021-07-24,13:47:32
1820,1,2021-07-24,13:47:35
1821,0,2021-07-24,13:47:50
1822,1,2021-07-24,13:47:53
1823,0,2021-07-24,13:48:11
1824,1,2021-07-24,13:48:14
1825,0,2021-07-24,13:48:18
1826,1,2021-07-24,13:48:21
1827,0,2021-07-24,13:48:50
1828,1,2021-07-24,13:48:57
1829,0,2021-07-24,13:49:01
1830,1,2021-07-24,13:49:05
1831,0,2021-07-24,13:49:09
1832,1,2021-07-24,13:49:12
1833,0,2021-07-24,13:49:24
1834,1,2021-07-24,13:49:28
1835,0,2021-07-24,13:49:45
1836,1,2021-07-24,13:49:49
1837,0,2021-07-24,13:49:53
1838,1,2021-07-24,13:49:58
1839,0,2021-07-24,13:50:02
1840,1,2021-07-24,13:50:05
1841,0,2021-07-24,13:50:09
1842,1,2021-07-24,13:50:13
1843,0,2021-07-24,13:50:25
1844,1,2021-07-24,13:50:31
1845,0,2021-07-24,13:50:35
1846,1,2021-07-24,13:50:40
1847,0,2021-07-24,13:51:01
1848,1,2021-07-24,13:51:05
1849,0,2021-07-24,13:51:12
1850,1,2021-07-24,13:51:16
1851,0,2021-07-24,13:51:32
1852,1,2021-07-24,13:51:35
1853,0,2021-07-24,13:51:42
1854,1,2021-07-24,13:51:47
1855,1,2021-07-24,14:52:45
1856,0,2021-07-24,14:52:51
1857,1,2021-07-24,14:52:55
1858,0,2021-07-24,14:52:58
1859,1,2021-07-24,14:53:23
1860,0,2021-07-24,14:53:30
1861,1,2021-07-24,14:53:47
1862,0,2021-07-24,14:53:51
1863,1,2021-07-24,14:53:54
1864,0,2021-07-24,14:53:59
1865,1,2021-07-24,14:54:04
1866,0,2021-07-24,14:54:09
1867,1,2021-07-24,14:54:36
1868,0,2021-07-24,14:54:42
1869,1,2021-07-24,14:54:49
1870,0,2021-07-24,14:55:00
1871,1,2021-07-24,14:55:41
1872,0,2021-07-24,14:55:44
1873,1,2021-07-24,14:55:47
1874,0,2021-07-24,14:55:51
1875,1,2021-07-24,14:57:07
